day;accident_location;type_of_street;flooring;intersection_type;road_surface_conditions;meteorological_conditions;nature_of_the_accident;type_vehicle_a;type_vehicle_b;type_vehicle_c;vehicle_a_circumstances_1;vehicle_a_circumstances_2;vehicle_b_circumstances_1;vehicle_b_circumstances_2;vehicle_a_registration_year;vehicle_b_registration_year;vehicle_c_registration_year;vehicle_a_driver_age;vehicle_a_driver_sex;vehicle_a_driver_outcome;vehicle_a_driver_licence;vehicle_a_release_year;vehicle_b_driver_age;vehicle_b_driver_sex;vehicle_b_driver_outcome;vehicle_b_driver_licence;vehicle_b_release_year;vehicle_c_driver_age;vehicle_c_driver_sex;vehicle_c_driver_outcome;vehicle_c_driver_licence;vehicle_c_release_year;injured_pedestrians;pedestrians_fatality;tot_death_within_24h;tot_deaths_within_30_days;tot_injured;hour;trimester;cubic_capacity_a;cubic_capacity_b;cubic_capacity_c;fatality
5;1;2;1;7;2;7;10;14;  ;  ;71;  ;76;  ;           ;           ;           ;55-64;1;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;18;3;     ;     ;     ;0
6;1;3;1;4;1;1;6;16;1;  ;64;  ;61;  ;(2002,2012];(2002,2012];           ;30-44;1;2;2;(2017,2022];18-29;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;20;3;125;1198;     ;0
7;1;4;1;4;1;1;2;3;22;  ;6;  ;1;  ;2018;           ;           ;55-64;1;1;2;(2017,2022];30-44;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;13;3;     ;     ;     ;0
1;1;3;1;7;1;1;5;16;  ;  ;49;  ;53;  ;2018;           ;           ;55-64;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;18;3;1200;     ;     ;0
2;1;2;1;3;1;1;2;1;14;  ;6;  ;1;  ;           ;           ;           ;30-44;1;1;2;(2012,2017];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;20;3;1995;     ;     ;0
3;1;4;1;7;1;1;5;22;  ;  ;40;  ;43;  ;           ;           ;           ;65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;2;13;3;     ;     ;     ;0
3;1;2;1;1;1;1;10;16;  ;  ;71;  ;76;  ;2022;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;21;3;     ;     ;     ;0
5;1;3;1;3;1;1;2;1;14;  ;1;  ;4;  ;(2002,2012];           ;           ;30-44;1;1;2;(2012,2017];45-54;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;10;3;     ;     ;     ;0
2;1;2;1;3;1;1;5;20;  ;  ;49;  ;53;  ;           ;           ;           ;     ; ; ; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;12;3;     ;     ;     ;0
3;1;2;1;3;1;1;4;1;22;  ;14;  ;3;  ;2019;           ;           ;55-64;1;1;2;(2017,2022];45-54;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;14;3;1242;     ;     ;0
3;1;1;1;3;1;1;2;1;14;  ;5;  ;1;  ;2014;           ;           ;30-44;1;1;2;(2017,2022];45-54;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;10;3;     ;     ;     ;0
5;1;3;1;3;1;1;2;16;23;  ;1;  ;4;  ;2018;           ;           ;45-54;1;2;2;(1992,1997];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;21;3;125;     ;     ;0
6;1;1;1;4;1;1;2;20;1;  ;0;  ;0;  ;           ;           ;           ;     ; ; ; ;           ;18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;2;3;     ;1390;     ;0
6;1;2;1;7;1;1;10;17;  ;  ;71;  ;75;  ;2018;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;17;3;125;     ;     ;0
6;1;3;1;7;1;1;10;16;  ;  ;71;  ;75;  ;(2002,2012];           ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;3;400;     ;     ;0
7;1;3;1;4;1;1;2;1;1;  ;1;  ;4;  ;2019;2016;           ;18-29;1;2;2;(2017,2022];18-29;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;2;3;1248;1461;     ;0
7;1;2;1;7;1;1;6;20;14;  ;62;  ;61;  ;           ;           ;           ;     ; ; ; ;           ;65+  ;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;15;3;     ;     ;     ;0
5;1;2;1;7;1;7;1;1;1;  ;38;  ;20;  ;(2002,2012];(2002,2012];           ;30-44;2;2;2;(2007,2012];30-44;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;6;3;1699;1206;     ;0
6;1;2;1;7;1;1;3;15;1;1;20;  ;23;  ;(2002,2012];(2002,2012];(2002,2012];18-29;1;2; ;(2017,2022];n.i. ;1;1; ;           ;30-44;1;1;2;(2012,2017];0;0;0;0;1;11;3;50;     ;3628;0
6;1;2;1;7;1;1;10;15;  ;  ;70;  ;73;  ;           ;           ;           ;18-29;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;16;3;     ;     ;     ;0
7;1;3;1;4;1;1;2;16;1;  ;2;  ;1;  ;(2002,2012];(2002,2012];           ;55-64;2;2;2;<1983      ;45-54;1;1;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;12;3;125;1242;     ;0
3;1;4;1;7;1;1;2;16;1;  ;20;  ;21;  ;(2002,2012];           ;           ;45-54;1;2;2;(2017,2022];45-54;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;9;3;800;1550;     ;0
4;1;2;1;7;1;1;2;1;16;  ;21;  ;20;  ;(2002,2012];(2002,2012];           ;55-64;1;1;2;(2012,2017];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;18;3;     ;125;     ;0
5;1;2;1;7;1;1;2;16;1;  ;20;  ;35;  ;(2002,2012];(2002,2012];           ;45-54;1;2;2;(2012,2017];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;18;3;     ;     ;     ;0
6;1;4;1;4;1;1;2;16;1;  ;1;  ;8;  ;           ;2018;           ;15-17;1;2; ;(2017,2022];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;3;125;2000;     ;0
7;1;2;1;1;1;1;2;1;1;  ;1;  ;4;  ;(2002,2012];2017;           ;30-44;1;1;9;           ;18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;4;3;1242;1368;     ;0
7;1;4;1;7;1;1;10;14;  ;  ;71;  ;75;  ;           ;           ;           ;45-54;2;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;12;3;     ;     ;     ;0
7;1;2;1;7;1;1;5;17;  ;  ;40;  ;55;  ;2021;           ;           ;18-29;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;3;19;3;     ;     ;     ;0
7;1;2;1;7;1;1;5;20;  ;  ;49;  ;53;  ;           ;           ;           ;     ; ; ; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;21;3;     ;     ;     ;0
1;1;3;1;8;1;1;1;16;1;  ;20;  ;26;  ;(2002,2012];2017;           ;30-44;1;2;1;(2017,2022];65+  ;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;9;3;600;1242;     ;0
1;1;1;1;1;1;1;8;22;  ;  ;60;  ;60;  ;           ;           ;           ;55-64;2;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;9;3;     ;     ;     ;0
1;1;1;1;3;1;1;1;14;14;  ;1;  ;17;  ;           ;           ;           ;30-44;1;1;7;           ;55-64;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;22;3;     ;     ;     ;0
3;1;4;1;4;1;1;2;16;1;  ;1;  ;17;  ;(2002,2012];(2002,2012];           ;55-64;1;2;9;(2017,2022];30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;12;3;     ;1460;     ;0
4;1;4;1;7;1;1;3;5;14;  ;21;  ;21;  ;2014;           ;           ;45-54;1;1;5;(2017,2022];55-64;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;13;3;     ;     ;     ;0
5;1;2;1;7;1;1;6;1;14;  ;62;  ;61;  ;(2002,2012];           ;           ;n.i. ;1;1; ;           ;45-54;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;14;3;     ;     ;     ;0
5;1;4;1;4;1;1;2;1;16;  ;17;  ;1;  ;           ;(2002,2012];           ;45-54;1;2;2;(2007,2012];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;22;3;     ;1150;     ;0
5;1;2;1;1;1;1;5;1;  ;  ;41;  ;40;  ;(2002,2012];           ;           ;18-29;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;22;3;1598;     ;     ;0
5;1;3;1;7;1;1;7;1;  ;  ;61;  ;61;  ;           ;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;23;3;     ;     ;     ;0
7;1;2;1;7;2;7;8;1;  ;  ;61;  ;60;  ;2018;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;5;3;     ;     ;     ;0
7;1;3;1;7;1;7;8;16;  ;  ;60;  ;60;  ;(2002,2012];           ;           ;18-29;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;3;181;     ;     ;0
1;1;4;1;3;1;1;2;1;1;  ;1;  ;6;  ;(2002,2012];(2002,2012];           ;45-54;1;1;2;(2012,2017];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;3;1390;1991;0;0
1;1;1;1;3;1;1;5;1;  ;  ;49;  ;54;  ;(2002,2012];           ;           ;30-44;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;2;19;3;1598;     ;     ;0
2;1;3;1;3;2;1;2;1;16;  ;6;  ;1;  ;(2002,2012];(2002,2012];           ;30-44;2;1;2;(2017,2022];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;0;3;     ;     ;     ;0
3;1;3;1;1;1;1;2;1;1;  ;4;  ;11;  ;2019;2021;           ;55-64;1;1;2;<1983      ;18-29;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;2;3;     ;     ;     ;0
3;1;1;1;7;1;7;2;10;16;  ;34;  ;20;  ;2018;2016;           ;30-44;1;1;3;(2012,2017];45-54;1;2;1;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;12;3;     ;399;     ;0
3;1;2;1;3;1;7;5;1;  ;  ;45;  ;53;  ;           ;           ;           ;65+  ;2;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;13;3;1242;     ;     ;0
3;1;2;1;7;1;1;7;14;  ;  ;0;  ;0;  ;           ;           ;           ;ott-14;1;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;15;3;     ;     ;     ;0
3;1;2;1;7;1;1;5;8;  ;  ;40;  ;55;  ;2019;           ;           ;30-44;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;17;3;     ;     ;     ;0
3;1;4;1;4;2;7;4;1;20;  ;0;  ;0;  ;2013;           ;           ;65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;21;3;2967;     ;     ;0
4;1;2;1;7;2;7;5;14;  ;  ;40;  ;55;  ;           ;           ;           ;30-44;1;1;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;13;3;     ;     ;     ;0
5;1;2;1;7;2;3;3;16;1;  ;20;  ;36;  ;2022;(2002,2012];           ;45-54;1;2;2;(2017,2022];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;3;125;1570;     ;0
5;1;2;1;7;1;1;10;15;  ;  ;71;  ;75;  ;           ;           ;           ;45-54;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;9;3;50;     ;     ;0
5;1;3;1;7;2;3;5;1;  ;  ;49;  ;53;  ;2014;           ;           ;18-29;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;2;17;3;1598;     ;     ;0
6;1;2;1;8;1;1;6;1;1;  ;60;  ;62;  ;2016;           ;           ;18-29;1;2;2;(2012,2017];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;4;4;999;125;     ;0
6;1;4;1;7;1;1;2;17;1;  ;20;  ;21;  ;2017;(2002,2012];           ;15-17;1;2; ;(2017,2022];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;23;4;     ;1198;     ;0
7;1;1;1;7;1;1;5;1;  ;  ;49;  ;54;  ;(2002,2012];           ;           ;45-54;1;1;2;(2002,2007];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;0;4;1086;     ;     ;0
7;1;4;1;4;1;1;2;1;15;  ;4;  ;1;  ;2014;(2002,2012];           ;18-29;1;1;2;(2017,2022];30-44;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;2;2;4;1242;49;     ;0
7;1;3;1;3;1;1;2;1;14;  ;1;  ;5;  ;2021;           ;           ;30-44;1;1;2;(2017,2022];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;15;4;1199;     ;     ;0
1;1;4;1;4;1;1;5;1;  ;  ;0;  ;0;  ;2021;           ;           ;30-44;1;1;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;16;4;     ;     ;     ;0
2;1;3;1;4;1;7;2;1;1;  ;6;  ;1;  ;2018;2021;           ;30-44;1;1;2;(2007,2012];18-29;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;5;4;     ;999;     ;0
2;1;1;1;5;1;1;6;16;16;  ;60;  ;62;  ;(2002,2012];2021;           ;45-54;1;2;2;(2017,2022];55-64;1;1;2;(1982,1987];     ; ; ; ;           ;0;0;0;0;1;8;4;600;411;     ;0
2;1;3;1;2;1;1;8;1;  ;  ;61;  ;65;  ;2018;           ;           ;55-64;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;13;4;1570;     ;     ;0
2;1;2;1;1;1;1;3;1;16;  ;17;  ;1;  ;2022;(2002,2012];           ;18-29;1;1;2;(2012,2017];55-64;1;2;2;(1982,1987];     ; ; ; ;           ;0;0;0;0;1;13;4;1998;153;     ;0
3;1;2;1;4;1;1;10;15;  ;  ;71;  ;76;  ;2022;           ;           ;18-29;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;14;4;49;     ;     ;0
3;1;2;1;4;1;1;2;1;14;  ;1;  ;5;  ;           ;           ;           ;45-54;1;1;2;(1992,1997];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;21;4;1969;     ;     ;0
4;1;2;1;7;1;7;3;1;16;  ;20;  ;21;  ;(2002,2012];2021;           ;30-44;1;1; ;(2017,2022];30-44;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;7;4;1229;124;     ;0
4;1;4;1;3;1;7;2;16;16;  ;8;  ;1;  ;(2002,2012];(2002,2012];           ;n.i. ;2;1; ;           ;30-44;2;2;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;12;4;     ;124;     ;0
4;1;4;1;7;1;1;4;16;3;  ;20;  ;21;  ;2019;           ;           ;18-29;1;2;2;(2012,2017];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;1;0;0;0;2;18;4;125;3000;     ;0
5;1;2;1;7;1;1;5;1;  ;  ;49;  ;53;  ;           ;           ;           ;65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;12;4;1569;     ;     ;0
5;1;2;1;7;1;1;11;15;  ;  ;73;  ;76;  ;2018;           ;           ;55-64;2;2;2;(1982,1987];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;15;4;50;     ;     ;0
5;1;4;1;4;1;1;8;8;  ;  ;67;  ;65;  ;2017;           ;           ;45-54;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;16;4;     ;     ;     ;0
6;1;1;1;3;1;1;2;1;1;1;5;  ;4;  ;2022;(2002,2012];2015;30-44;1;1; ;(2017,2022];55-64;1;2;2;(1987,1992];n.i. ;1;1; ;           ;0;0;0;0;1;14;4;999;1910;1461;0
7;1;1;1;7;1;1;4;22;1;  ;20;  ;36;  ;           ;2021;           ;18-29;1;2;9;           ;30-44;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;0;4;     ;2143;     ;0
7;1;3;1;4;2;3;2;1;1;  ;4;  ;1;  ;2019;(2002,2012];           ;30-44;2;1;2;(2012,2017];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;3;4;1499;998;     ;0
7;1;3;1;4;2;3;4;1;1;  ;0;  ;0;  ;(2002,2012];           ;           ;30-44;1;1;2;(2017,2022];30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;13;4;2387;     ;     ;0
1;1;2;1;7;1;7;4;1;16;  ;21;  ;20;  ;(2002,2012];2018;           ;55-64;2;1;2;(2017,2022];18-29;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;4;998;155;     ;0
2;1;4;1;4;1;1;2;22;5;  ;1;  ;5;  ;           ;           ;           ;18-29;1;2;9;           ;55-64;1;1;5;(2017,2022];     ; ; ; ;           ;0;0;0;0;4;13;4;     ;     ;     ;0
2;1;2;1;7;1;1;11;15;  ;  ;73;  ;76;  ;2019;           ;           ;18-29;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;13;4;     ;     ;     ;0
2;1;2;1;4;1;1;10;14;  ;  ;70;  ;74;  ;           ;           ;           ;55-64;1;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;15;4;     ;     ;     ;0
2;1;3;1;4;1;1;3;1;17;  ;2;  ;2;  ;(2002,2012];2021;           ;45-54;2;1;2;(1982,1987];18-29;1;2;5;(2007,2012];     ; ; ; ;           ;0;0;0;0;2;19;4;998;660;     ;0
2;1;4;1;7;1;1;4;16;1;  ;23;  ;20;  ;(2002,2012];           ;           ;18-29;1;2;9;           ;30-44;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;21;4;300;     ;     ;0
3;1;2;1;7;1;1;7;1;  ;  ;61;  ;61;  ;2016;           ;           ;30-44;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;7;4;1240;     ;     ;0
3;1;3;1;7;1;1;3;1;5;  ;21;  ;21;  ;2018;2017;           ;45-54;1;1;2;(2012,2017];45-54;1;1;5;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;9;4;1968;     ;     ;0
3;1;2;1;7;1;1;10;15;  ;  ;71;  ;75;  ;2022;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;16;4;50;     ;     ;0
3;1;3;1;7;1;1;2;1;16;  ;23;  ;20;  ;2019;2016;           ;45-54;1;1;2;(2017,2022];55-64;1;2;2;(1982,1987];     ; ; ; ;           ;0;0;0;0;1;17;4;1242;299;     ;0
3;1;2;1;7;1;1;2;17;1;  ;20;  ;38;  ;(2002,2012];2019;           ;30-44;2;2;2;(2012,2017];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;22;4;108;1000;     ;0
4;1;2;1;7;1;1;10;15;  ;  ;70;  ;71;  ;2017;           ;           ;55-64;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;11;4;49;     ;     ;0
4;1;2;1;3;1;1;2;14;1;  ;2;  ;1;  ;           ;(2002,2012];           ;30-44;1;2;7;           ;30-44;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;13;4;     ;1242;     ;0
4;1;4;1;4;1;1;3;1;16;  ;0;  ;0;  ;(2002,2012];(2002,2012];           ;30-44;1;1;2;(2017,2022];55-64;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;22;4;1598;150;     ;0
5;1;3;1;3;1;1;2;3;14;  ;5;  ;1;  ;2019;           ;           ;65+  ;1;1;2;(2017,2022];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;2;4;999;     ;     ;0
5;1;2;1;7;1;1;10;16;  ;  ;70;  ;71;  ;           ;           ;           ;55-64;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;8;4;1100;     ;     ;0
5;1;2;1;3;1;1;5;1;  ;  ;49;  ;53;  ;2022;           ;           ;45-54;2;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;19;4;     ;     ;     ;0
6;1;3;1;4;1;1;2;16;1;  ;1;  ;6;  ;(2002,2012];(2002,2012];           ;30-44;1;2;2;(2012,2017];30-44;2;1;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;3;4;750;1242;     ;0
6;1;2;1;3;1;7;1;1;1;  ;11;  ;1;  ;           ;(2002,2012];           ;18-29;1;2;2;(2012,2017];55-64;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;4;4;     ;1908;     ;0
6;1;3;1;3;1;1;2;1;1;  ;1;  ;17;  ;           ;           ;           ;30-44;1;2;2;(2012,2017];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;3;5;4;     ;     ;     ;0
7;1;3;1;4;1;1;2;1;17;  ;11;  ;4;  ;           ;2018;           ;18-29;1;1;2;(2017,2022];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;1;4;1499;124;     ;0
7;1;3;1;7;1;1;7;15;  ;  ;61;  ;62;  ;2019;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;5;4;49;     ;     ;0
7;1;3;1;7;1;7;7;1;  ;  ;0;  ;0;  ;2018;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;5;4;1368;     ;     ;0
7;1;4;1;3;1;1;2;22;1;  ;2;  ;14;  ;           ;2022;           ;30-44;2;2;9;           ;18-29;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;16;4;     ;1569;     ;0
7;1;2;1;7;1;1;8;1;  ;  ;60;  ;60;  ;(2002,2012];           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;4;3000;     ;     ;0
7;1;1;1;7;1;1;10;17;  ;  ;70;  ;73;  ;           ;           ;           ;45-54;1;2; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;21;4;     ;     ;     ;0
1;1;2;1;3;1;1;2;1;1;  ;1;  ;6;  ;(2002,2012];2017;           ;65+  ;1;2;2;(2017,2022];18-29;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;3;17;4;3000;     ;     ;0
2;1;1;1;3;1;1;5;1;  ;  ;49;  ;51;  ;2016;           ;           ;55-64;1;1;2;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;12;4;1598;     ;     ;0
2;1;2;1;4;1;1;10;16;  ;  ;71;  ;70;  ;(2002,2012];           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;15;4;300;     ;     ;0
3;1;2;1;7;1;1;10;15;  ;  ;70;  ;70;  ;(2002,2012];           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;7;4;50;     ;     ;0
3;1;3;1;7;1;1;3;16;1;  ;20;  ;35;  ;2019;2021;           ;45-54;1;2;2;(2017,2022];30-44;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;11;4;745;1991;     ;0
3;1;3;1;4;1;1;2;16;1;  ;1;  ;6;  ;2019;2014;           ;45-54;1;2;2;(2017,2022];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;16;4;150;1254;     ;0
3;1;4;1;7;1;1;4;1;1;  ;36;  ;38;  ;2014;           ;           ;55-64;1;1;2;(2007,2012];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;23;4;1997;1242;     ;0
4;1;2;1;7;1;1;5;3;  ;  ;49;  ;55;  ;2016;           ;           ;65+  ;1;1;2;<1983      ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;6;4;1798;     ;     ;0
4;1;3;1;4;1;1;2;16;1;  ;1;  ;17;  ;2013;2021;           ;30-44;1;2;2;(2017,2022];30-44;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;9;4;599;     ;     ;0
4;1;3;1;8;3;1;10;16;  ;  ;71;  ;75;  ;(2002,2012];           ;           ;45-54;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;13;4;153;     ;     ;0
4;1;3;1;7;1;1;5;1;  ;  ;49;  ;53;  ;2013;           ;           ;30-44;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;14;4;1995;     ;     ;0
5;1;2;1;7;1;7;7;1;  ;  ;61;  ;62;  ;(2002,2012];           ;           ;30-44;2;2; ;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;12;4;996;     ;     ;0
5;1;4;1;4;2;7;2;1;16;  ;6;  ;1;  ;(2002,2012];2014;           ;55-64;2;1;2;(2017,2022];30-44;1;2;1;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;15;4;1149;745;     ;0
5;1;2;1;2;2;3;4;1;14;  ;4;  ;1;  ;2019;           ;           ;55-64;1;1;2;(2017,2022];55-64;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;18;4;     ;     ;     ;0
6;1;2;1;3;1;2;2;1;14;14;8;  ;1;  ;2018;           ;           ;45-54;1;1;2;(2017,2022];18-29;2;2;7;           ;18-29;2;1;7;           ;0;0;0;0;1;10;4;1199;     ;     ;0
6;1;2;1;7;1;1;2;1;16;14;36;  ;29;  ;(2002,2012];2021;           ;30-44;1;1;2;(2017,2022];18-29;1;2;2;(2017,2022];55-64;1;2;7;           ;0;0;0;0;2;15;4;1242;124;     ;0
6;1;4;1;7;1;1;6;14;1;  ;60;  ;62;  ;           ;2018;           ;18-29;1;2;7;           ;45-54;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;17;4;     ;1800;     ;0
6;1;2;1;3;1;1;2;16;1;  ;0;  ;0;  ;2014;2021;           ;30-44;1;2;1;(2017,2022];18-29;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;22;4;155;1499;     ;0
6;1;3;1;7;1;1;10;22;  ;  ;70;  ;71;  ;           ;           ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;23;4;     ;     ;     ;0
7;1;1;1;7;2;1;2;1;1;  ;0;  ;0;  ;(2002,2012];2014;           ;30-44;1;2;2;(2017,2022];18-29;1;1;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;1;4;1600;1995;     ;0
