day;accident_location;type_of_street;flooring;intersection_type;road_surface_conditions;meteorological_conditions;nature_of_the_accident;type_vehicle_a;type_vehicle_b;type_vehicle_c;vehicle_a_circumstances_1;vehicle_a_circumstances_2;vehicle_b_circumstances_1;vehicle_b_circumstances_2;vehicle_a_registration_year;vehicle_b_registration_year;vehicle_c_registration_year;vehicle_a_driver_age;vehicle_a_driver_sex;vehicle_a_driver_outcome;vehicle_a_driver_licence;vehicle_a_release_year;vehicle_b_driver_age;vehicle_b_driver_sex;vehicle_b_driver_outcome;vehicle_b_driver_licence;vehicle_b_release_year;vehicle_c_driver_age;vehicle_c_driver_sex;vehicle_c_driver_outcome;vehicle_c_driver_licence;vehicle_c_release_year;injured_pedestrians;pedestrians_fatality;tot_death_within_24h;tot_deaths_within_30_days;tot_injured;hour;trimester;cubic_capacity_a;cubic_capacity_b;cubic_capacity_c;fatality
7;1;4;1;4;1;1;2;1;1;  ;11;  ;4;  ;2018;(2002,2012];           ;65+  ;1;2;2;(2017,2022];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;3;4;4;1499;     ;     ;0
7;1;3;1;4;1;7;2;23;1;  ;1;  ;17;  ;           ;(2002,2012];           ;18-29;1;2;2;(2017,2022];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;4;     ;998;     ;0
7;1;2;1;7;1;1;2;16;1;  ;20;  ;35;  ;2017;2021;           ;30-44;1;2;2;(2017,2022];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;18;4;900;     ;     ;0
7;1;4;1;3;2;7;2;1;1;  ;1;  ;4;  ;2019;           ;           ;30-44;1;1;2;(2017,2022];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;19;4;1332;1984;     ;0
7;1;3;1;7;1;1;4;1;16;  ;  ;  ;  ;  ;2017;(2002,2012];           ;30-44;1;1;2;(2017,2022];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;23;4;1242;150;     ;0
1;1;4;1;4;1;7;5;1;  ;  ;40;  ;55;  ;2022;           ;           ;45-54;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;11;4;2248;     ;     ;0
1;1;3;1;7;1;1;2;1;14;  ;21;  ;20;  ;2018;           ;           ;45-54;2;1;2;(2012,2017];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;17;4;13980;     ;     ;0
1;1;4;1;7;1;7;2;17;1;16;23;  ;35;  ;2014;           ;(2002,2012];18-29;1;2;2;(2017,2022];18-29;2;2;2;(2012,2017];18-29;1;1;2;(2017,2022];0;0;0;0;3;19;4;     ;1199;     ;0
2;1;4;1;2;1;1;5;3;  ;  ;49;  ;53;  ;2016;           ;           ;30-44;2;1;2;(2002,2007];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;14;4;1800;     ;     ;0
2;1;3;1;3;4;1;2;14;1;  ;0;  ;0;  ;           ;2019;           ;30-44;1;2;7;           ;55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;4;     ;1798;     ;0
3;1;3;1;7;1;1;6;8;17;1;60;  ;62;  ;(2002,2012];(2002,2012];           ;45-54;1;1;2;(2007,2012];30-44;1;2;2;(2012,2017];55-64;1;1;2;(2017,2022];0;0;0;0;2;8;4;     ;998;1368;0
3;1;1;1;7;1;1;5;16;  ;  ;40;  ;50;  ;(2002,2012];           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;2;11;4;365;     ;     ;0
3;1;1;1;7;1;1;5;20;  ;  ;47;  ;40;  ;           ;           ;           ;     ; ; ; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;13;4;     ;     ;     ;0
3;1;2;1;7;1;1;4;1;1;1;21;  ;20;  ;(2002,2012];           ;(2002,2012];55-64;1;1;2;(1992,1997];65+  ;1;1;2;(2017,2022];45-54;1;2;2;(2012,2017];0;0;0;0;1;14;4;     ;     ;     ;0
3;1;3;1;7;1;1;3;1;17;  ;21;  ;21;  ;2019;2019;           ;30-44;1;1;2;(2017,2022];30-44;1;2;1;(1992,1997];     ; ; ; ;           ;0;0;0;0;2;19;4;1200;150;     ;0
3;1;4;1;4;1;1;2;22;1;  ;2;  ;14;  ;           ;2021;           ;ott-14;1;2;9;           ;30-44;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;19;4;     ;2997;     ;0
3;1;2;1;7;1;1;10;16;  ;  ;70;  ;71;  ;(2002,2012];           ;           ;55-64;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;21;4;151;     ;     ;0
4;1;2;1;3;1;1;2;1;14;  ;1;  ;10;  ;           ;           ;           ;55-64;1;1;2;(1982,1987];45-54;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;0;4;2000;     ;     ;0
4;1;1;1;7;1;1;4;1;14;  ;23;  ;20;  ;2021;           ;           ;45-54;1;1;2;(1982,1987];30-44;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;8;4;2995;     ;     ;0
4;4;2;1;7;1;1;5;15;  ;  ;49;  ;53;  ;2022;           ;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;15;4;     ;     ;     ;0
5;1;4;1;4;1;1;2;16;1;  ;1;  ;10;  ;(2002,2012];(2002,2012];           ;55-64;1;2;2;(2017,2022];55-64;1;1;2;(1987,1992];     ; ; ; ;           ;0;0;0;0;1;14;4;650;1390;     ;0
5;1;1;1;4;1;1;2;8;16;  ;17;  ;1;  ;           ;(2002,2012];           ;30-44;1;1;2;(2007,2012];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;20;4;     ;125;     ;0
5;1;2;1;3;1;1;2;1;1;  ;1;  ;11;  ;2021;2021;           ;45-54;1;1;2;(2017,2022];18-29;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;21;4;1461;1286;     ;0
6;1;4;1;4;1;1;6;1;8;  ;64;  ;61;  ;(2002,2012];2017;           ;65+  ;1;2;2;<1983      ;30-44;1;2;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;3;4;1200;     ;     ;0
6;1;3;1;4;1;1;4;1;1;  ;4;  ;1;  ;2014;2018;           ;18-29;1;2;2;(2017,2022];45-54;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;4;5;4;1598;1587;     ;0
6;1;4;1;7;1;1;2;1;14;  ;20;  ;36;  ;(2002,2012];           ;           ;30-44;1;1;9;           ;45-54;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;10;4;1369;     ;     ;0
6;1;4;1;7;1;1;10;16;  ;  ;70;  ;71;  ;(2002,2012];           ;           ;45-54;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;13;4;249;     ;     ;0
6;1;2;1;7;1;1;10;16;  ;  ;71;  ;76;  ;           ;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;16;4;125;     ;     ;0
6;1;4;1;4;1;1;2;1;14;  ;1;  ;6;  ;2021;           ;           ;18-29;2;1;2;(2017,2022];15-17;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;20;4;1000;     ;     ;0
7;1;4;1;4;1;1;2;1;20;  ;1;  ;4;  ;           ;           ;           ;65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;3;4;1595;     ;     ;0
7;1;1;1;4;2;1;2;1;22;  ;1;  ;5;  ;2022;           ;           ;30-44;1;1;2;(2012,2017];18-29;1;2;9;           ;     ; ; ; ;           ;0;0;0;0;1;7;4;999;     ;     ;0
7;1;1;1;4;1;1;2;1;1;  ;1;  ;2;  ;2019;2019;           ;45-54;1;2;2;(2012,2017];30-44;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;12;4;     ;     ;     ;0
7;1;4;1;7;1;1;6;1;14;  ;61;  ;61;  ;           ;           ;           ;n.i. ;1;1; ;           ;18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;16;4;1598;     ;     ;0
7;1;3;1;7;1;1;4;1;1;1;20;  ;23;  ;           ;(2002,2012];(2002,2012];18-29;1;2;2;(2012,2017];n.i. ;1;1; ;           ;n.i. ;1;1; ;           ;0;0;0;0;2;21;4;     ;1396;     ;0
7;1;3;1;4;1;1;5;1;  ;  ;40;  ;55;  ;           ;           ;           ;18-29;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;2;23;4;     ;     ;     ;0
1;1;2;1;7;1;1;2;1;17;  ;21;  ;21;  ;(2002,2012];2018;           ;45-54;2;1;2;(2017,2022];15-17;1;1;8;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;0;4;     ;125;     ;0
1;1;2;1;7;1;1;2;16;1;  ;20;  ;35;  ;2018;2017;           ;30-44;1;2; ;(2017,2022];65+  ;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;15;4;     ;     ;     ;0
2;1;2;1;7;1;1;10;15;  ;  ;0;  ;0;  ;2018;           ;           ;18-29;1;2;2;(2007,2012];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;2;4;49;     ;     ;0
3;1;3;1;3;1;1;2;11;14;  ;15;  ;1;  ;(2002,2012];           ;           ;55-64;1;1;3;(2017,2022];65+  ;2;4;7;           ;     ; ; ; ;           ;0;0;0;1;0;10;4;     ;     ;     ;1
3;1;2;1;7;1;1;3;16;8;  ;21;  ;21;  ;2014;2018;           ;30-44;1;2;2;(2017,2022];45-54;1;1;5;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;13;4;108;     ;     ;0
3;1;3;1;7;1;1;6;16;1;  ;61;  ;61;  ;2015;2019;           ;30-44;1;2;2;(2012,2017];30-44;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;15;4;999;1499;     ;0
3;1;2;1;8;1;7;5;15;  ;  ;49;  ;53;  ;(2002,2012];           ;           ;18-29;1;1;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;16;4;49;     ;     ;0
3;1;3;1;4;1;1;6;1;1;1;62;  ;62;  ;2015;(2002,2012];2014;45-54;1;1;2;(2012,2017];45-54;2;2;2;(2012,2017];65+  ;2;2;2;(2017,2022];0;0;0;0;2;16;4;1995;1242;2143;0
3;1;3;1;4;1;1;3;16;20;  ;1;  ;6;  ;           ;           ;           ;55-64;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;18;4;     ;     ;     ;0
4;1;2;1;7;1;1;1;11;14;  ;0;  ;0;  ;2013;           ;           ;30-44;1;1;3;(2017,2022];55-64;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;7;4;     ;     ;     ;0
4;1;4;1;7;2;7;8;15;  ;  ;60;  ;60;  ;           ;           ;           ;30-44;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;9;4;50;     ;     ;0
4;1;2;1;4;2;7;10;16;  ;  ;71;  ;75;  ;2019;           ;           ;55-64;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;4;     ;     ;     ;0
4;1;1;1;3;1;1;2;1;16;  ;1;  ;5;  ;2021;2022;           ;30-44;2;1;2;(2012,2017];15-17;1;2;8;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;4;1950;125;     ;0
4;1;3;1;2;2;3;2;1;1;  ;4;  ;1;  ;2018;2019;           ;55-64;1;1;3;(2017,2022];30-44;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;4;1598;999;     ;0
4;1;4;1;4;2;7;2;16;1;  ;1;  ;6;  ;           ;2022;           ;55-64;1;2;2;(2017,2022];30-44;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;16;4;750;1600;0;0
4;1;2;1;8;2;4;5;16;  ;  ;40;  ;55;  ;2014;           ;           ;45-54;1;1;2;(1982,1987];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;19;4;150;     ;     ;0
4;1;3;1;1;2;3;2;1;14;  ;1;  ;7;  ;           ;           ;           ;30-44;1;1;2;(2007,2012];30-44;2;2;7;           ;     ; ; ; ;           ;0;0;0;0;1;19;4;1368;     ;     ;0
4;1;2;1;1;2;1;5;1;  ;  ;0;  ;0;  ;2019;           ;           ;45-54;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;21;4;1242;     ;     ;0
4;1;2;1;3;2;3;5;1;  ;  ;41;  ;41;  ;2021;           ;           ;18-29;1;1;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;23;4;999;     ;     ;0
5;1;2;1;7;2;3;6;3;15;  ;61;  ;61;  ;(2002,2012];2021;           ;55-64;1;1;2;(2017,2022];45-54;1;2; ;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;3;4;1798;49;     ;0
5;1;2;1;7;2;1;10;15;  ;  ;70;  ;73;  ;           ;           ;           ;18-29;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;9;4;50;     ;     ;0
5;1;2;1;7;1;1;6;14;1;  ;60;  ;62;  ;           ;2018;           ;30-44;1;2;7;           ;55-64;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;12;4;     ;1560;     ;0
5;1;4;1;7;2;1;4;7;1;1;23;  ;20;  ;           ;(2002,2012];2021;30-44;1;2;2;           ;45-54;1;1;2;(2017,2022];55-64;2;2;2;<1983      ;0;0;0;0;2;13;4;     ;1870;2487;0
5;7;4;1;7;1;1;2;1;1;  ;25;  ;23;  ;2022;           ;           ;55-64;1;1;2;(2017,2022];18-29;2;2;2;           ;     ; ; ; ;           ;0;0;0;0;1;15;4;1500;     ;     ;0
5;1;2;1;3;1;1;2;15;16;  ;10;  ;1;  ;2017;2018;           ;30-44;1;2; ;(2017,2022];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;15;4;49;599;     ;0
5;1;2;1;4;1;1;6;1;1;  ;62;  ;62;  ;           ;2016;           ;45-54;1;2;2;(2017,2022];30-44;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;3;16;4;     ;     ;     ;0
5;1;2;1;1;1;1;2;16;1;  ;1;  ;3;  ;(2002,2012];           ;           ;45-54;2;2;2;(1992,1997];n.i. ;1;2; ;           ;     ; ; ; ;           ;0;0;0;0;2;17;4;108;     ;     ;0
5;1;3;1;4;1;1;2;4;16;  ;8;  ;2;  ;2017;2022;           ;30-44;2;1;2;(2017,2022];45-54;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;18;4;1200;562;     ;0
5;1;2;1;7;1;1;5;15;  ;  ;40;  ;55;  ;2013;           ;           ;30-44;1;2; ;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;2;19;4;50;     ;     ;0
5;1;2;1;1;1;1;5;1;  ;  ;49;  ;53;  ;(2002,2012];           ;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;22;4;     ;     ;     ;0
6;1;1;1;3;1;1;4;16;1;  ;1;  ;2;  ;2017;(2002,2012];           ;30-44;1;2;2;(2017,2022];45-54;2;1; ;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;1;4;883;999;     ;0
6;1;2;1;4;1;1;2;20;16;  ;17;  ;1;  ;           ;(2002,2012];           ;     ; ; ; ;           ;18-29;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;1;4;     ;125;     ;0
6;1;1;1;3;1;1;3;16;14;  ;1;  ;2;  ;2016;           ;           ;45-54;2;2;2;(1982,1987];18-29;1;2;7;           ;     ; ; ; ;           ;0;0;0;0;2;16;4;125;     ;     ;0
6;1;2;1;7;1;1;1;1;15;  ;21;  ;20;  ;2022;(2002,2012];           ;55-64;1;1;2;(2012,2017];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;20;4;     ;50;     ;0
6;1;4;1;4;1;1;2;17;1;  ;1;  ;17;  ;(2002,2012];           ;           ;18-29;1;2;2;(2017,2022];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;23;4;125;     ;     ;0
7;1;1;1;3;1;1;5;1;  ;  ;49;  ;53;  ;2019;           ;           ;65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;2;16;4;1498;     ;     ;0
7;1;2;1;8;1;1;2;16;1;  ;21;  ;36;  ;2015;2015;           ;30-44;1;2;2;(2017,2022];18-29;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;20;4;     ;     ;     ;0
1;1;4;3;3;1;1;8;17;  ;  ;66;  ;65;  ;2021;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;0;4;     ;     ;     ;0
1;1;3;1;3;1;1;5;1;  ;  ;41;  ;46;  ;2019;           ;           ;45-54;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;8;4;1499;     ;     ;0
1;1;3;1;7;1;1;5;1;  ;  ;48;  ;40;  ;2015;           ;           ;65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;10;4;1390;     ;     ;0
1;1;2;1;7;1;1;5;16;  ;  ;40;  ;55;  ;2019;           ;           ;30-44;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;19;4;395;     ;     ;0
1;1;3;1;7;1;1;7;23;  ;  ;60;  ;62;  ;           ;           ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;19;4;     ;     ;     ;0
2;1;3;1;7;1;7;10;16;  ;  ;71;  ;75;  ;2016;           ;           ;30-44;2;2; ;(1992,1997];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;4;155;     ;     ;0
2;1;2;1;7;1;1;5;1;  ;  ;49;  ;53;  ;(2002,2012];           ;           ;65+  ;2;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;14;4;1242;     ;     ;0
2;1;2;1;7;1;1;3;16;1;  ;29;  ;36;  ;2014;2021;           ;18-29;2;2;2;(2017,2022];65+  ;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;16;4;108;2993;     ;0
2;1;3;1;4;1;7;4;15;1;  ;3;  ;1;  ;2022;2018;           ;55-64;1;2;2;(2002,2007];45-54;1;1;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;16;4;50;1995;     ;0
2;1;2;1;7;1;1;10;16;  ;  ;70;  ;73;  ;(2002,2012];           ;           ;18-29;1;2; ;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;4;125;     ;     ;0
2;1;2;1;7;2;3;10;15;  ;  ;70;  ;73;  ;2018;           ;           ;18-29;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;4;     ;     ;     ;0
3;1;4;1;1;2;3;5;8;  ;  ;49;  ;53;  ;           ;           ;           ;45-54;1;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;10;4;     ;     ;     ;0
3;1;2;1;4;2;7;3;1;1;  ;4;  ;1;  ;2017;2021;           ;30-44;2;1;2;(2017,2022];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;4;1999;999;     ;0
3;1;1;1;4;2;3;2;1;20;  ;0;  ;0;  ;2017;           ;           ;30-44;1;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;21;4;     ;     ;     ;0
4;1;4;1;3;2;3;5;1;  ;  ;40;  ;52;  ;(2002,2012];           ;           ;30-44;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;0;4;996;     ;     ;0
4;1;3;1;4;2;1;11;15;  ;  ;73;  ;75;  ;2017;           ;           ;30-44;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;7;4;50;     ;     ;0
4;1;2;1;3;2;7;5;16;  ;  ;49;  ;55;  ;2022;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;2;0;0;0;3;9;4;125;     ;     ;0
4;1;2;1;7;1;1;2;1;1;  ;26;  ;20;  ;(2002,2012];2015;           ;30-44;1;2;2;(2002,2007];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;4;14;4;1086;1364;     ;0
4;1;3;1;7;1;1;10;22;  ;  ;0;  ;0;  ;           ;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;19;4;     ;     ;     ;0
4;1;1;1;2;1;2;5;1;  ;  ;40;  ;55;  ;2021;           ;           ;45-54;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;20;4;1998;     ;     ;0
5;1;3;1;4;1;1;8;15;  ;  ;61;  ;65;  ;2019;           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;1;4;     ;     ;     ;0
5;1;3;1;4;1;1;3;16;20;  ;1;  ;5;  ;           ;           ;           ;55-64;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;6;4;     ;     ;     ;0
5;1;2;1;7;2;1;5;1;  ;  ;49;  ;53;  ;2013;           ;           ;55-64;1;1;2;<1983      ;     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;9;4;1598;     ;     ;0
5;1;3;1;7;1;1;4;8;1;  ;23;  ;20;  ;2021;2019;           ;45-54;1;1;2;           ;45-54;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;10;4;     ;1598;     ;0
5;1;2;1;7;1;1;2;1;16;  ;35;  ;20;  ;2021;2016;           ;30-44;1;1;2;(2017,2022];45-54;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;12;4;2993;     ;     ;0
5;1;2;1;7;1;1;3;8;16;  ;38;  ;20;  ;2019;           ;           ;45-54;1;2;2;(2017,2022];18-29;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;12;4;     ;     ;0;0
5;1;2;1;7;1;1;10;22;  ;  ;70;  ;74;  ;           ;           ;           ;18-29;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;13;4;     ;     ;     ;0
5;1;4;1;7;1;1;6;1;1;  ;61;  ;62;  ;2015;           ;           ;55-64;2;2;2;(2012,2017];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;4;998;1198;     ;0
5;1;1;1;3;1;1;3;3;6;  ;1;  ;5;  ;2018;           ;           ;30-44;1;1;2;(2017,2022];45-54;1;1;5;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;17;4;1798;     ;     ;0
5;1;2;1;7;1;1;10;15;  ;  ;71;  ;75;  ;2014;           ;           ;30-44;1;2; ;(2002,2007];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;19;4;49;     ;     ;0
6;1;3;1;7;1;1;8;1;  ;  ;61;  ;65;  ;(2002,2012];           ;           ;18-29;2;2;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;6;4;1124;     ;     ;0
6;1;4;1;4;1;1;5;1;  ;  ;49;  ;51;  ;2021;           ;           ;18-29;2;1;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;20;4;1499;     ;     ;0
6;1;2;1;4;1;1;4;1;1;  ;11;  ;16;  ;2016;(2002,2012];           ;30-44;1;1;2;(2012,2017];45-54;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;23;4;     ;     ;     ;0
7;1;3;1;4;1;1;6;1;1;  ;60;  ;62;  ;(1983,1992];2013;           ;55-64;1;2;2;(2017,2022];65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;10;4;1582;1598;     ;0
7;1;2;1;7;1;1;5;1;  ;  ;40;  ;55;  ;2014;           ;           ;65+  ;1;1;2;(2012,2017];     ; ; ; ;           ;     ; ; ; ;           ;1;0;0;0;1;13;4;1598;     ;     ;0
7;1;3;1;7;1;1;6;1;1;1;60;  ;63;  ;2021;(2002,2012];2013;55-64;1;1;2;(1982,1987];n.i. ;1;1; ;           ;n.i. ;1;1; ;           ;0;0;0;0;1;13;4;1477;1598;1242;0
7;1;4;1;4;1;1;2;16;15;  ;1;  ;8;  ;2021;2022;           ;18-29;1;2;2;(2017,2022];30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;13;4;125;     ;     ;0
7;1;2;1;7;1;1;10;22;  ;  ;71;  ;75;  ;           ;           ;           ;45-54;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;17;4;     ;     ;     ;0
7;1;2;1;7;1;1;1;16;1;  ;20;  ;21;  ;2013;(2002,2012];           ;30-44;1;2;2;(2012,2017];30-44;2;1;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;18;4;125;1242;     ;0
7;1;4;1;3;1;1;6;1;16;  ;64;  ;61;  ;2016;(2002,2012];           ;30-44;1;1;2;(2012,2017];55-64;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;20;4;1225;150;     ;0
1;1;3;1;3;2;3;2;16;1;  ;1;  ;2;  ;(2002,2012];2021;           ;30-44;1;2;2;(2012,2017];30-44;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;0;4;     ;999;     ;0
1;1;3;1;4;2;3;2;8;1;  ;4;  ;1;  ;2017;2021;           ;45-54;1;2;2;(2012,2017];18-29;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;4;3;4;     ;     ;     ;0
1;1;4;1;3;2;7;2;21;16;  ;6;  ;1;  ;           ;(2002,2012];           ;15-17;1;1; ;(2017,2022];65+  ;1;2;1;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;8;4;47;150;     ;0
1;1;2;1;1;2;7;2;1;7;  ;4;  ;1;  ;2021;(1973,1982];           ;30-44;1;1;2;(2017,2022];55-64;1;2;2;           ;     ; ; ; ;           ;0;0;0;0;2;8;4;2998;     ;     ;0
1;1;2;1;3;1;1;1;1;16;1;2;  ;1;  ;2022;2021;2021;65+  ;1;1;6;(2017,2022];30-44;1;2;2;(2017,2022];55-64;1;1;2;(2017,2022];0;0;0;0;1;13;4;     ;     ;     ;0
2;1;4;1;7;2;3;12;14;  ;  ;76;  ;75;  ;           ;           ;           ;30-44;1;2;7;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;8;4;     ;     ;     ;0
2;1;2;1;7;2;3;10;22;  ;  ;71;  ;75;  ;           ;           ;           ;18-29;1;2;9;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;4;     ;     ;     ;0
2;1;3;1;7;2;3;4;1;1;  ;23;  ;20;  ;(2002,2012];2019;           ;18-29;1;1;2;(2012,2017];18-29;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;4;1248;1084;     ;0
2;1;4;1;7;2;3;4;8;1;  ;22;  ;20;  ;(2002,2012];(2002,2012];           ;30-44;1;1;2;(2017,2022];30-44;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;13;4;     ;1995;     ;0
